ipmi,serial（Physical hosts）,mac（Virtual machine）,role,hostname,system,architecture,version,ks_name
10.131.111.1,sn-YT23K21BAPA218-1,00:1c:42:9c:5e:1b,GPU服务器（4070）-201,ECF-FJ-XM-gpu-801,centos,x86_64,7.6,centos-7.6.ks
